order_id,order_date,customer_id,product_id,quantity,discount_pct,payment_method,delivery_days,returned_flag,customer_rating,customer_city,customer_age,customer_segment,product_category,product_name,unit_price,gross_revenue,net_revenue
50105,2024-10-11,1153,2008,4.0,5.0,BANK TRANSFER,0.0,0,,Ismailia,31,Regular,ELECTRONICS,USB-C Cable 8,2053.15,8212.6,7801.97
51427,2025-02-02,1123,2016,5.0,20.0,bank transfer,3.0,0,,  Zagazig ,18,Regular,  Groceries ,Rice 16,1489.01,7445.05,5956.040000000001
50940,2024-10-29,1010,2002,3.0,0.0,CARD,1.0,0,5.0,,30,New,Fashion,T-Shirt 2,1229.3,3687.8999999999996,3687.8999999999996
50665,2024-10-25,1084,2010,5.0,5.0,Card,3.0,0,5.0,Suez,57,New,sports,Running Socks 10,1898.9,9494.5,9019.775
50541,2024-10-01,1109,2024,5.0,15.0,WALLET,4.0,0,4.0,Mansoura,41,Regular,  Home ,Lamp 24,937.15,4685.75,3982.8875
50487,2024-10-31,1028,2013,2.0,5.0,Bank Transfer,4.0,0,4.0,Suez,59,Regular,Fashion,T-Shirt 13,1475.64,2951.28,2803.716
50129,2024-10-13,1101,2014,5.0,0.0,Wallet,7.0,0,,Suez,29,New,Groceries,Olive Oil 14,2648.26,13241.300000000001,13241.300000000001
50185,2025-02-18,1154,2007,3.0,20.0,  Card ,5.0,0,4.0,  alexandria ,53,VIP,Groceries,Olive Oil 7,2727.69,8183.07,6546.456
50426,2024-09-01,1162,2036,5.0,0.0,Card,5.0,0,,zagazig,30,VIP,Beauty,Face Wash 36,666.33,3331.65,3331.65
50941,2024-11-07,1012,2007,2.0,10.0,Card,3.0,1,5.0,Ismailia,45,New,Groceries,Olive Oil 7,2727.69,5455.38,4909.842000000001
51279,2024-12-01,1028,2034,5.0,25.0,Cash,3.0,0,4.0,Suez,59,Regular,Fashion,Jeans 34,491.95,2459.75,1844.8125
50113,2025-01-31,1115,2042,2.0,15.0,CARD,3.0,0,5.0,Tanta,41,Regular,Sports,Running Socks 42,1954.72,3909.44,3323.024
51788,2024-11-22,1033,2016,3.0,0.0,Card,6.0,0,3.0,Cairo,51,New,Groceries,Rice 16,1489.01,4467.03,4467.03
50187,2024-10-06,1143,2019,5.0,10.0,Bank Transfer,1.0,0,3.0,Alexandria,44,New,Groceries,Olive Oil 19,2942.28,14711.400000000001,13240.260000000002
50130,2024-12-09,1028,2037,-1.0,10.0,Cash,1.0,0,5.0,,59,Regular,GROCERIES,Olive Oil 37,2917.62,-2917.62,-2625.858
51526,2024-10-28,1039,2032,3.0,,  CASH ,8.0,0,,Alexandria,37,VIP,Electronics,Power Bank 32,131.64,394.91999999999996,394.91999999999996
50998,2024-10-26,1062,2040,5.0,0.0,  Cash ,0.0,0,4.0,Zagazig,43,Regular,Groceries,Coffee 40,,,
51679,2024-09-30,1129,2035,3.0,10.0,  Card ,4.0,0,3.0,Tanta,31,New,Sports,Jump Rope 35,2494.59,7483.77,6735.393000000001
50681,2024-11-23,1008,2021,3.0,5.0,Wallet,3.0,1,3.0,Zagazig,34,New,Groceries,Rice 21,389.46,1168.3799999999999,1109.9609999999998
50477,2024-11-21,1167,2040,4.0,5.0,Cash,0.0,0,2.0,alexandria,60,VIP,groceries,Coffee 40,57.16,228.64,217.20799999999997
50456,2025-01-17,1180,2014,5.0,0.0,Card,4.0,0,5.0,Tanta,50,Regular,Groceries,Olive Oil 14,2648.26,13241.300000000001,13241.300000000001
50029,2025-01-23,1092,2013,1.0,20.0,Wallet,1.0,0,1.0,Suez,18,New,Fashion,T-Shirt 13,1475.64,1475.64,1180.5120000000002
51274,2024-11-26,1030,2008,2.0,0.0,Card,4.0,0,,  mansoura ,51,Regular,Electronics,USB-C Cable 8,2053.15,4106.3,4106.3
50402,2024-10-05,1035,2023,1.0,10.0,bank transfer,8.0,1,,Ismailia,49,Regular,SPORTS,Bottle 23,2818.27,2818.27,2536.443
51299,2024-10-21,1100,2008,2.0,30.0,Wallet,5.0,0,4.0,  Giza ,21,VIP,electronics,USB-C Cable 8,2053.15,4106.3,2874.41
50982,2025-02-13,1169,2030,2.0,0.0,Bank Transfer,0.0,0,5.0,Alexandria,25,Regular,electronics,Headphones 30,325.79,651.58,651.58
50310,2024-10-03,1054,2028,2.0,5.0,  card ,4.0,0,,Mansoura,50,Regular,Home,Kitchen Knife 28,2143.56,4287.12,4072.7639999999997
50700,2024-12-01,1083,2021,4.0,,cash,5.0,0,2.0,Giza,30,New,Groceries,Rice 21,389.46,1557.84,1557.84
51352,2024-09-21,1119,2011,3.0,0.0,Card,6.0,0,2.0,Giza,30,Regular,Groceries,Tea 11,2208.06,6624.18,6624.18
51729,2024-10-28,1169,2042,1.0,,card,2.0,0,2.0,Alexandria,25,Regular,SPORTS,Running Socks 42,1954.72,1954.72,1954.72
50550,2024-12-05,1093,2025,4.0,10.0,Cash,5.0,0,1.0,Suez,24,New,Groceries,Tea 25,2684.59,10738.36,9664.524000000001
50074,2024-09-28,1087,2009,2.0,15.0,Bank Transfer,1.0,0,4.0,CAIRO,37,New,Beauty,Face Wash 9,425.27,850.54,722.959
51635,2024-12-13,1017,2027,4.0,0.0,Card,7.0,0,5.0,Tanta,32,Regular,Sports,Jump Rope 27,3197.17,12788.68,12788.68
51203,2024-10-24,1009,2021,4.0,0.0,Cash,4.0,0,5.0,Giza,28,Regular,Groceries,Rice 21,389.46,1557.84,1557.84
50253,2024-12-04,1053,2008,4.0,20.0,card,4.0,1,2.0,  Alexandria ,18,VIP,Electronics,USB-C Cable 8,2053.15,8212.6,6570.080000000001
50357,2024-10-16,1075,2029,4.0,0.0,Cash,7.0,0,4.0,Zagazig,46,New,  Home ,Lamp 29,2094.4,8377.6,8377.6
50043,2024-09-07,1139,2028,4.0,0.0,CASH,6.0,0,4.0,Alexandria,58,New,Home,Kitchen Knife 28,2143.56,8574.24,8574.24
50204,2024-12-14,1047,2007,1.0,0.0,Cash,0.0,0,3.0,mansoura,52,New,Groceries,Olive Oil 7,2727.69,2727.69,2727.69
50844,2024-10-28,1106,2043,3.0,10.0,  Wallet ,2.0,0,4.0,Suez,58,Regular,  Fashion ,Hoodie 43,2572.68,7718.039999999999,6946.235999999999
50843,2025-02-28,1112,2020,3.0,0.0,Wallet,-2.0,1,4.0,Suez,29,New,  Fashion ,Jacket 20,2508.89,7526.67,7526.67
51783,2024-10-10,1041,2025,3.0,5.0,Cash,7.0,1,1.0,GIZA,23,New,Groceries,Tea 25,2684.59,8053.77,7651.0815
51291,2024-10-24,1170,2009,3.0,0.0,Card,3.0,0,4.0,Cairo,25,New,Beauty,Face Wash 9,425.27,1275.81,1275.81
51731,2025-01-31,1104,2013,3.0,25.0,Card,0.0,0,4.0,Cairo,39,New,Fashion,T-Shirt 13,1475.64,4426.92,3320.19
50105,2024-10-21,1144,2018,3.0,5.0,WALLET,1.0,0,5.0,MANSOURA,57,Regular,Beauty,Perfume 18,994.09,2982.27,2833.1565
50804,2024-11-10,1169,2003,5.0,0.0,Wallet,5.0,0,,alexandria,25,Regular,  Fashion ,Hoodie 3,3157.76,15788.800000000001,15788.800000000001
50609,2024-09-15,1072,2019,4.0,5.0,Card,6.0,0,1.0,  giza ,39,VIP,  Groceries ,Olive Oil 19,2942.28,11769.12,11180.664
50521,2024-10-09,1056,2006,1.0,20.0,wallet,4.0,0,,Cairo,48,Regular,Electronics,Keyboard 6,414.39,414.39,331.512
51327,2024-11-16,1165,2007,-1.0,0.0,cash,6.0,0,5.0,mansoura,56,Regular,GROCERIES,Olive Oil 7,2727.69,-2727.69,-2727.69
50757,2024-09-17,1158,2004,3.0,0.0,Cash,7.0,0,2.0,  tanta ,31,Regular,electronics,Keyboard 4,2308.12,6924.36,6924.36
51430,2024-11-12,1178,2011,4.0,0.0,Card,5.0,0,3.0,giza,56,Regular,Groceries,Tea 11,2208.06,8832.24,8832.24
50123,2025-01-25,1069,2029,2.0,5.0,Wallet,4.0,0,4.0,Cairo,51,Regular,Home,Lamp 29,2094.4,4188.8,3979.36
50048,2024-11-15,1062,2031,5.0,5.0,  Card ,5.0,0,3.0,Zagazig,43,Regular,fashion,Hoodie 31,2874.63,14373.150000000001,13654.4925
50853,2024-12-24,1146,2029,1.0,0.0,  Wallet ,4.0,0,3.0,Suez,27,Regular,Home,Lamp 29,2094.4,2094.4,2094.4
51313,2024-10-13,1133,2022,1.0,0.0,  Wallet ,6.0,0,3.0,Cairo,23,New,  Groceries ,Pasta 22,3190.63,3190.63,3190.63
50924,2024-09-14,1052,2039,2.0,0.0,card,5.0,0,3.0,  Giza ,54,Regular,Electronics,Wireless Mouse 39,154.27,308.54,308.54
51589,2024-10-11,1111,2020,3.0,0.0,CARD,1.0,0,3.0,Alexandria,52,Regular,Fashion,Jacket 20,2508.89,7526.67,7526.67
50440,2025-02-12,1049,2010,5.0,0.0,Cash,2.0,0,4.0,Zagazig,41,Regular,SPORTS,Running Socks 10,1898.9,9494.5,9494.5
50194,2024-12-16,1091,2001,2.0,30.0,Card,2.0,0,3.0,Mansoura,30,New,Electronics,Wireless Mouse 1,1554.81,3109.62,2176.734
51433,2024-11-24,1007,2033,2.0,10.0,Card,4.0,0,3.0,Cairo,25,Regular,Electronics,Keyboard 33,801.02,1602.04,1441.836
50346,2024-09-25,1128,2015,5.0,5.0,  Card ,0.0,0,3.0,  SUEZ ,41,Regular,Home,Lamp 15,973.33,4866.650000000001,4623.3175
51554,2025-02-07,1058,2039,5.0,0.0,Wallet,3.0,0,3.0,  giza ,36,Regular,ELECTRONICS,Wireless Mouse 39,154.27,771.35,771.35
51248,2025-01-30,1150,2030,3.0,0.0,BANK TRANSFER,4.0,0,5.0,cairo,41,New,  Electronics ,Headphones 30,325.79,977.3700000000001,977.3700000000001
50212,2024-10-13,1103,2034,5.0,5.0,Card,8.0,0,,Suez,46,New,Fashion,Jeans 34,491.95,2459.75,2336.7625
51132,2024-11-01,1125,2034,4.0,10.0,Card,0.0,0,5.0,Suez,41,VIP,Fashion,Jeans 34,491.95,1967.8,1771.02
51689,2024-12-20,1027,2041,3.0,10.0,Card,6.0,0,3.0,Mansoura,50,New,Home,Storage Box 41,203.24,609.72,548.748
50725,2024-10-30,1006,2009,2.0,0.0,  Wallet ,3.0,0,2.0,  Suez ,37,Regular,Beauty,Face Wash 9,425.27,850.54,850.54
50867,2024-09-09,1114,2008,1.0,0.0,Bank Transfer,4.0,0,3.0,Mansoura,32,New,Electronics,USB-C Cable 8,2053.15,2053.15,2053.15
50860,2025-02-02,1175,2001,1.0,30.0,Wallet,8.0,0,2.0,Zagazig,59,Regular,Electronics,Wireless Mouse 1,1554.81,1554.81,1088.367
50222,2025-01-14,1137,2014,1.0,20.0,Wallet,2.0,0,5.0,  TANTA ,49,Regular,Groceries,Olive Oil 14,2648.26,2648.26,2118.608
51715,2024-12-21,1032,2039,3.0,0.0,Wallet,5.0,0,3.0,GIZA,48,Regular,Electronics,Wireless Mouse 39,154.27,462.81000000000006,462.81000000000006
50411,2024-12-19,1026,2015,4.0,5.0,Wallet,1.0,0,,Zagazig,29,New,  Home ,Lamp 15,973.33,3893.32,3698.654
50792,2024-10-30,1060,2016,4.0,0.0,Card,5.0,0,5.0,Zagazig,44,New,  Groceries ,Rice 16,1489.01,5956.04,5956.04
51513,2024-11-21,1065,2003,5.0,10.0,Card,6.0,0,2.0,Mansoura,45,Regular,  Fashion ,Hoodie 3,3157.76,15788.800000000001,14209.920000000002
50725,2024-09-18,1056,2025,3.0,,Cash,4.0,0,3.0,cairo,48,Regular,  Groceries ,Tea 25,2684.59,8053.77,8053.77
50723,2024-11-11,1160,2040,2.0,0.0,Cash,6.0,0,3.0,Suez,58,VIP,Groceries,Coffee 40,57.16,114.32,114.32
51586,2025-01-05,1163,2014,3.0,15.0,Cash,8.0,0,5.0,Mansoura,44,Regular,GROCERIES,Olive Oil 14,2648.26,7944.780000000001,6753.063
50830,2025-02-11,1023,2025,3.0,30.0,Cash,3.0,0,,Giza,39,Regular,Groceries,Tea 25,2684.59,8053.77,5637.639
51781,2024-11-12,1149,2005,3.0,10.0,Card,1.0,0,5.0,suez,24,Regular,Groceries,Rice 5,3045.78,9137.34,8223.606
51747,2024-12-22,1064,2001,5.0,25.0,  Card ,5.0,0,3.0,ISMAILIA,45,Regular,Electronics,Wireless Mouse 1,1554.81,7774.049999999999,5830.537499999999
51077,2025-01-07,1166,2016,4.0,0.0,Wallet,2.0,0,4.0,SUEZ,29,Regular,Groceries,Rice 16,1489.01,5956.04,5956.04
50214,2024-10-10,1115,2038,1.0,0.0,CARD,3.0,0,,Tanta,41,Regular,Beauty,Body Lotion 38,2113.81,2113.81,2113.81
50315,2024-11-24,1060,2001,2.0,0.0,Wallet,3.0,0,4.0,  zagazig ,44,New,electronics,Wireless Mouse 1,1554.81,3109.62,3109.62
50378,2024-10-19,1087,2032,1.0,30.0,Cash,7.0,1,4.0,Cairo,37,New,electronics,Power Bank 32,131.64,131.64,92.14799999999998
51751,2024-10-15,1090,2009,4.0,10.0,Card,2.0,1,,  Suez ,43,New,beauty,Face Wash 9,425.27,1701.08,1530.972
50747,2025-01-15,1156,2011,2.0,20.0,Card,2.0,0,5.0,Zagazig,52,Regular,Groceries,Tea 11,2208.06,4416.12,3532.896
50043,2024-11-14,1128,2031,3.0,,Card,1.0,0,5.0,SUEZ,41,Regular,Fashion,Hoodie 31,2874.63,8623.89,8623.89
50287,2025-02-13,1008,2001,2.0,0.0,  CARD ,2.0,0,3.0,Zagazig,34,New,Electronics,Wireless Mouse 1,1554.81,3109.62,3109.62
50546,2025-02-03,1069,2007,2.0,5.0,Card,8.0,0,5.0,Cairo,51,Regular,  Groceries ,Olive Oil 7,2727.69,5455.38,5182.611
50284,2024-09-15,1061,2015,4.0,10.0,Card,0.0,0,1.0,Ismailia,24,Regular,  Home ,Lamp 15,973.33,3893.32,3503.9880000000003
51728,2024-10-15,1017,2018,1.0,5.0,Wallet,8.0,0,5.0,Tanta,32,Regular,Beauty,Perfume 18,994.09,994.09,944.3855
51348,2024-12-01,1127,2033,4.0,0.0,Cash,3.0,0,3.0,  cairo ,30,Regular,ELECTRONICS,Keyboard 33,801.02,3204.08,3204.08
51705,2024-12-14,1081,2036,3.0,10.0,Card,3.0,0,2.0,Ismailia,52,New,Beauty,Face Wash 36,666.33,1998.9900000000002,1799.0910000000003
50711,2025-01-22,1013,2042,4.0,0.0,Card,1.0,0,4.0,Zagazig,44,New,Sports,Running Socks 42,1954.72,7818.88,7818.88
50366,2025-02-22,1137,2042,3.0,0.0,Cash,1.0,0,,  Tanta ,49,Regular,Sports,Running Socks 42,1954.72,5864.16,5864.16
51506,2024-11-08,1152,2042,2.0,5.0,Card,5.0,0,,Alexandria,33,New,Sports,Running Socks 42,1954.72,3909.44,3713.968
51536,2024-09-18,1096,2010,1.0,,Bank Transfer,6.0,0,,Alexandria,38,Regular,Sports,Running Socks 10,1898.9,1898.9,1898.9
51106,2024-09-17,1166,2004,3.0,20.0,Wallet,1.0,0,,SUEZ,29,Regular,ELECTRONICS,Keyboard 4,2308.12,6924.36,5539.488
50560,2025-02-25,1118,2025,2.0,0.0,Cash,8.0,0,4.0,Giza,36,Regular,groceries,Tea 25,2684.59,5369.18,5369.18
51024,2024-10-10,1100,2025,2.0,0.0,Card,3.0,0,2.0,Giza,21,VIP,Groceries,Tea 25,2684.59,5369.18,5369.18
50771,2024-09-06,1108,2045,1.0,0.0,  CARD ,6.0,0,2.0,Zagazig,42,Regular,Beauty,Body Lotion 45,2724.13,2724.13,2724.13
51438,2025-01-28,1069,2001,2.0,0.0,Card,1.0,0,4.0,Cairo,51,Regular,Electronics,Wireless Mouse 1,1554.81,3109.62,3109.62
50306,2025-01-02,1053,2028,2.0,20.0,  CARD ,5.0,0,5.0,Alexandria,18,VIP,  Home ,Kitchen Knife 28,2143.56,4287.12,3429.696
50388,2024-10-26,1050,2010,2.0,15.0,Cash,5.0,0,4.0,Suez,25,New,Sports,Running Socks 10,1898.9,3797.8,3228.13
51318,2024-12-13,1166,2015,3.0,25.0,Card,5.0,0,,,29,Regular,home,Lamp 15,973.33,2919.9900000000002,2189.9925000000003
51548,2025-01-19,1009,2035,4.0,15.0,Wallet,4.0,0,4.0,Giza,28,Regular,Sports,Jump Rope 35,2494.59,9978.36,8481.606
50406,2025-02-24,1162,2039,3.0,0.0,Bank Transfer,2.0,0,,Zagazig,30,VIP,Electronics,Wireless Mouse 39,154.27,462.81000000000006,462.81000000000006
50778,2024-11-16,1068,2013,4.0,0.0,card,3.0,0,5.0,,35,Regular,FASHION,T-Shirt 13,1475.64,5902.56,5902.56
51128,2024-09-21,1131,2020,2.0,0.0,  Wallet ,2.0,0,2.0,  Tanta ,46,Regular,Fashion,Jacket 20,2508.89,5017.78,5017.78
51375,2025-02-17,1149,2031,4.0,30.0,Cash,4.0,0,4.0,Suez,24,Regular,  fashion ,Hoodie 31,2874.63,11498.52,8048.964
51026,2024-10-10,1045,2011,3.0,25.0,Cash,3.0,0,2.0,Cairo,49,New,  GROCERIES ,Tea 11,2208.06,6624.18,4968.135
51670,2024-09-30,1087,2004,4.0,0.0,Card,6.0,0,3.0,Cairo,37,New,Electronics,Keyboard 4,2308.12,9232.48,9232.48
50348,2025-02-12,1084,2022,1.0,10.0,BANK TRANSFER,0.0,0,5.0,Suez,57,New,Groceries,Pasta 22,3190.63,3190.63,2871.567
51698,2025-02-18,1077,2028,3.0,10.0,Cash,4.0,0,4.0,Alexandria,47,Regular,Home,Kitchen Knife 28,2143.56,6430.68,5787.612
51114,2024-11-09,1082,2036,3.0,0.0,Wallet,6.0,0,4.0,Mansoura,25,Regular,Beauty,Face Wash 36,666.33,1998.9900000000002,1998.9900000000002
50788,2025-02-16,1050,2020,5.0,,CARD,1.0,0,3.0,Suez,25,New,  Fashion ,Jacket 20,2508.89,12544.449999999999,12544.449999999999
51381,2024-11-12,1135,2006,1.0,0.0,Wallet,7.0,0,1.0,Suez,28,Regular,  Electronics ,Keyboard 6,414.39,414.39,414.39
51163,2024-10-03,1026,2011,2.0,0.0,Card,4.0,0,5.0,ZAGAZIG,29,New,Groceries,Tea 11,2208.06,4416.12,4416.12
50761,2025-01-17,1073,2036,2.0,0.0,  Card ,4.0,0,,mansoura,26,Regular,BEAUTY,Face Wash 36,666.33,1332.66,1332.66
50543,2024-12-29,1054,2040,2.0,20.0,Card,0.0,0,,mansoura,50,Regular,Groceries,Coffee 40,57.16,114.32,91.456
50733,2025-02-18,1036,2004,2.0,5.0,Cash,2.0,0,1.0,  Cairo ,29,Regular,  Electronics ,Keyboard 4,2308.12,4616.24,4385.428
50616,2024-12-31,1142,2030,4.0,0.0,card,5.0,0,5.0,  GIZA ,22,Regular,Electronics,Headphones 30,325.79,1303.16,1303.16
51442,2024-12-21,1034,2028,2.0,20.0,Wallet,6.0,0,1.0,Tanta,37,Regular,Home,Kitchen Knife 28,2143.56,4287.12,3429.696
50846,2025-02-21,1064,2026,3.0,0.0,Cash,0.0,0,1.0,Ismailia,45,Regular,Beauty,Perfume 26,376.29,1128.8700000000001,1128.8700000000001
50612,2025-01-18,1098,2045,1.0,0.0,Card,6.0,0,4.0,Zagazig,51,Regular,  beauty ,Body Lotion 45,2724.13,2724.13,2724.13
50885,2024-09-21,1102,2037,5.0,10.0,Wallet,1.0,0,4.0,  Giza ,38,New,Groceries,Olive Oil 37,2917.62,14588.099999999999,13129.289999999999
50239,2024-09-05,1107,2004,-1.0,5.0,Bank Transfer,8.0,0,5.0,Suez,24,New,Electronics,Keyboard 4,2308.12,-2308.12,-2192.714
51358,2024-12-12,1123,2004,3.0,0.0,Cash,6.0,0,5.0,Zagazig,18,Regular,  Electronics ,Keyboard 4,2308.12,6924.36,6924.36
50352,2024-11-01,1175,2036,1.0,0.0,cash,4.0,0,4.0,zagazig,59,Regular,  Beauty ,Face Wash 36,666.33,666.33,666.33
51240,2025-02-28,1151,2043,-1.0,,Card,3.0,0,2.0,Suez,41,Regular,Fashion,Hoodie 43,2572.68,-2572.68,-2572.68
51273,2024-12-05,1081,2042,3.0,5.0,CARD,8.0,0,2.0,ISMAILIA,52,New,Sports,Running Socks 42,1954.72,5864.16,5570.951999999999
50762,2025-01-04,1041,2017,5.0,30.0,cash,0.0,1,5.0,Giza,23,New,GROCERIES,Pasta 17,1437.71,7188.55,5031.985
50760,2024-10-28,1041,2038,5.0,,  Card ,1.0,0,5.0,Giza,23,New,Beauty,Body Lotion 38,2113.81,10569.05,10569.05
50172,2024-11-30,1019,2033,5.0,5.0,Card,6.0,0,4.0,SUEZ,32,New,ELECTRONICS,Keyboard 33,801.02,4005.1,3804.845
50299,2024-12-24,1061,2002,1.0,0.0,Card,0.0,0,,ismailia,24,Regular,  Fashion ,T-Shirt 2,1229.3,1229.3,1229.3
50064,2024-09-21,1179,2021,3.0,,Cash,1.0,0,4.0,Ismailia,21,Regular,groceries,Rice 21,389.46,1168.3799999999999,1168.3799999999999
50277,2025-01-31,1061,2008,3.0,0.0,Wallet,0.0,0,4.0,Ismailia,24,Regular,ELECTRONICS,USB-C Cable 8,2053.15,6159.450000000001,6159.450000000001
51488,2025-01-31,1033,2037,5.0,0.0,  Card ,2.0,0,2.0,Cairo,51,New,Groceries,Olive Oil 37,2917.62,14588.099999999999,14588.099999999999
51601,2025-01-20,1083,2005,5.0,0.0,Bank Transfer,5.0,0,2.0,Giza,30,New,Groceries,Rice 5,3045.78,15228.900000000001,15228.900000000001
50202,2024-10-31,1094,2013,1.0,30.0,Card,0.0,0,5.0,  Mansoura ,59,Regular,Fashion,T-Shirt 13,1475.64,1475.64,1032.948
51624,2025-01-06,1134,2011,2.0,10.0,Bank Transfer,0.0,0,5.0,  Tanta ,30,Regular,GROCERIES,Tea 11,2208.06,4416.12,3974.508
51278,2024-09-04,1087,2038,5.0,20.0,Wallet,2.0,0,,Cairo,37,New,Beauty,Body Lotion 38,2113.81,10569.05,8455.24
51585,2024-10-14,1059,2012,2.0,5.0,Wallet,2.0,0,3.0,Zagazig,31,New,Beauty,Face Wash 12,78.88,157.76,149.87199999999999
50971,2024-11-02,1054,2009,5.0,5.0,Cash,1.0,0,4.0,,50,Regular,BEAUTY,Face Wash 9,425.27,2126.35,2020.0324999999998
50723,2025-02-17,1062,2005,3.0,0.0,card,6.0,0,4.0,Zagazig,43,Regular,groceries,Rice 5,3045.78,9137.34,9137.34
